จังหวัด,เขต,ชื่อผู้สมัคร,หมายเลข,พรรค,วุฒิการศึกษา,เพศ,ช่วงอายุ,อาชีพ
นนทบุรี,3,นางวไลพร  อัจฉริยะประสิทธิ์,1,เพื่อไทย,ต่ำกว่าปริญญาตรี,หญิง,61-70 ปี,พนักงานส่วนท้องถิ่น
นนทบุรี,3,นางอนุโมทนา  จันทร,36,พลังคนกีฬา,ปริญญาตรี,หญิง,41-50 ปี,ธุรกิจส่วนตัว / ค้าขาย
นนทบุรี,3,นายภัทรพิสิษฐ์  อนันตปรีชา,2,ชาติพัฒนาเพื่อแผ่นดิน,ปริญญาโท,ชาย,ต่ำกว่าหรือเท่ากับ 30 ปี,ธุรกิจส่วนตัว / ค้าขาย
นนทบุรี,3,นายมานะศักดิ์  จันทร์ประสงค์,16,ภูมิใจไทย,ปริญญาโท,ชาย,31-40 ปี,นักการเมือง
นนทบุรี,3,นายวิทูร  กรุณา,10,ประชาธิปัตย์,ปริญญาเอก,ชาย,51-60 ปี,นักการเมือง
นนทบุรี,4,นางอรทัย  รัศมี,34,ความหวังใหม่,ปริญญาโท,หญิง,51-60 ปี,ข้าราชการประจำ
นนทบุรี,4,นายเกษม  หลักทอง,28,พลังสังคมไทย,ต่ำกว่าปริญญาตรี,ชาย,61-70 ปี,ธุรกิจส่วนตัว / ค้าขาย
นนทบุรี,4,นายโฆษิต  เสริมรัมย์,22,เสรีนิยม,ปริญญาตรี,ชาย,31-40 ปี,วิชาชีพอิสระ
นนทบุรี,4,นายเฉลิมพล  สุมโนพรหม,12,รักษ์สันติ,ปริญญาโท,ชาย,51-60 ปี,นักกฎหมาย
นนทบุรี,4,นายฐิติพันธ์  สิงหะคเชนทร์,4,ประชากรไทย,ปริญญาตรี,ชาย,61-70 ปี,อาชีพอิสระ / รับจ้าง
นนทบุรี,4,นายดุสิต  กลับคล้าย,36,พลังคนกีฬา,ต่ำกว่าปริญญาตรี,ชาย,41-50 ปี,อาชีพอิสระ / รับจ้าง
นนทบุรี,4,นายเดชาวัฒน์  อินทรพิพัฒน์,2,ชาติพัฒนาเพื่อแผ่นดิน,ปริญญาตรี,ชาย,41-50 ปี,วิชาชีพอิสระ
นนทบุรี,4,นายมนตรี  ตั้งเจริญถาวร,1,เพื่อไทย,ปริญญาโท,ชาย,51-60 ปี,นักการเมือง
นนทบุรี,4,นายสุชาติ  บรรดาศักดิ์,10,ประชาธิปัตย์,ปริญญาโท,ชาย,51-60 ปี,ธุรกิจส่วนตัว / ค้าขาย
นนทบุรี,5,นางธนิดา  ธีระศานต์,2,ชาติพัฒนาเพื่อแผ่นดิน,ปริญญาตรี,หญิง,31-40 ปี,ธุรกิจส่วนตัว / ค้าขาย
นนทบุรี,5,นายทศพล  เพ็งส้ม,10,ประชาธิปัตย์,ปริญญาตรี,ชาย,41-50 ปี,นักการเมือง
นนทบุรี,5,นายวันชัย  เจริญนนทสิทธิ์,1,เพื่อไทย,ปริญญาตรี,ชาย,51-60 ปี,นักการเมือง
นนทบุรี,5,นายอุดม  หนูเผือก,36,พลังคนกีฬา,ต่ำกว่าปริญญาตรี,ชาย,61-70 ปี,เกษตรกร
นนทบุรี,6,นายฉลอง  เรี่ยวแรง,1,เพื่อไทย,ปริญญาโท,ชาย,51-60 ปี,นักการเมือง
นนทบุรี,6,นายณรงค์  จันทนดิษฐ,10,ประชาธิปัตย์,ปริญญาตรี,ชาย,51-60 ปี,นักการเมือง
นนทบุรี,6,นายสุรสีห์  เย็นเพ็ชร,4,ประชากรไทย,ต่ำกว่าปริญญาตรี,ชาย,41-50 ปี,อาชีพอื่นๆ
นนทบุรี,6,นายอดิศัย  ขันแก้ว,2,ชาติพัฒนาเพื่อแผ่นดิน,ปริญญาตรี,ชาย,41-50 ปี,วิชาชีพอิสระ
นนทบุรี,6,พลโทอัครชัย  จันทรโตษะ,34,ความหวังใหม่,ปริญญาตรี,ชาย,61-70 ปี,ข้าราชการบำนาญ
นราธิวาส,1,นายกูอาเซ็ม  กูจินามิง,10,ประชาธิปัตย์,ปริญญาตรี,ชาย,51-60 ปี,ธุรกิจส่วนตัว / ค้าขาย
นราธิวาส,1,นายไพศาล  ตอยิบ,26,มาตุภูมิ,ปริญญาตรี,ชาย,41-50 ปี,อาชีพอื่นๆ
นราธิวาส,1,นายภูวเดช  เจ๊ฮูเซ็ง,1,เพื่อไทย,ปริญญาตรี,ชาย,41-50 ปี,ไม่ระบุ
นราธิวาส,1,นายมูดอ  ลาเตะ,34,ความหวังใหม่,ต่ำกว่าปริญญาตรี,ชาย,41-50 ปี,ธุรกิจส่วนตัว / ค้าขาย
นราธิวาส,1,นายสหรัฐ  มุณีรัตน์,21,ชาติไทยพัฒนา,ปริญญาตรี,ชาย,51-60 ปี,นักการเมือง
นราธิวาส,1,นายอาซาฮา  ลูและ,7,ประชาธรรม,ต่ำกว่าปริญญาตรี,ชาย,ต่ำกว่าหรือเท่ากับ 30 ปี,นักวิชาการ / ครู / อาจารย์
นราธิวาส,2,นายดาโต๊ะสุธิพันธ์  ศรีริกานนท์,1,เพื่อไทย,ปริญญาโท,ชาย,41-50 ปี,ข้าราชการประจำ
นราธิวาส,2,นายรอนิง  อีซอ,34,ความหวังใหม่,ปริญญาตรี,ชาย,51-60 ปี,ไม่ระบุ
นราธิวาส,2,นายแวอันวา  แวยะปา,21,ชาติไทยพัฒนา,ต่ำกว่าปริญญาตรี,ชาย,51-60 ปี,นักการเมือง
นราธิวาส,2,นายสมรรถ  วาหลง,26,มาตุภูมิ,ปริญญาโท,ชาย,51-60 ปี,ธุรกิจส่วนตัว / ค้าขาย
นราธิวาส,2,นายอุสมาน  ดาโอะ,7,ประชาธรรม,ปริญญาตรี,ชาย,31-40 ปี,ธุรกิจส่วนตัว / ค้าขาย
นราธิวาส,2,นายฮัมดัน  อาแซ,16,ภูมิใจไทย,ปริญญาโท,ชาย,31-40 ปี,ไม่ระบุ
นราธิวาส,2,นายสุรเชษฐ์  แวอาแซ,10,ประชาธิปัตย์,ปริญญาตรี,ชาย,51-60 ปี,นักการเมือง
นราธิวาส,3,นายนัจมุดดีน  อูมา,26,มาตุภูมิ,ปริญญาโท,ชาย,51-60 ปี,นักการเมือง
นราธิวาส,3,นายนิคม  จันทพงค์,16,ภูมิใจไทย,ปริญญาตรี,ชาย,41-50 ปี,ธุรกิจส่วนตัว / ค้าขาย
นราธิวาส,3,นายนิอาริส  เจตาภิวัฒน์,21,ชาติไทยพัฒนา,ปริญญาตรี,ชาย,ต่ำกว่าหรือเท่ากับ 30 ปี,นักการเมือง
นราธิวาส,3,นายมุคตาร์  กีละ,7,ประชาธรรม,ปริญญาตรี,ชาย,41-50 ปี,ธุรกิจส่วนตัว / ค้าขาย
นราธิวาส,3,นายยูโซ๊ะ  แวยูโซ๊ะ,1,เพื่อไทย,ต่ำกว่าปริญญาตรี,ชาย,51-60 ปี,ธุรกิจส่วนตัว / ค้าขาย
นราธิวาส,3,นายรำรี  มามะ,10,ประชาธิปัตย์,ปริญญาตรี,ชาย,61-70 ปี,ธุรกิจส่วนตัว / ค้าขาย
นราธิวาส,4,นายกมลศักดิ์  ลีวาเมาะ,26,มาตุภูมิ,ปริญญาโท,ชาย,41-50 ปี,นักกฎหมาย
นราธิวาส,4,นายเจะอามิง  โตะตาหยง,10,ประชาธิปัตย์,ปริญญาโท,ชาย,51-60 ปี,นักการเมือง
นราธิวาส,4,นายเตาฟิก  สะมะแอ,1,เพื่อไทย,ปริญญาตรี,ชาย,41-50 ปี,รัฐวิสาหกิจ
นราธิวาส,4,นายมุคตาร์  ซีกะจิ,7,ประชาธรรม,ปริญญาตรี,ชาย,31-40 ปี,ธุรกิจส่วนตัว / ค้าขาย
นราธิวาส,4,นายวัชระ  ยาวอหะซัน,21,ชาติไทยพัฒนา,ต่ำกว่าปริญญาตรี,ชาย,41-50 ปี,นักการเมือง
นราธิวาส,4,นายอดุลย์  สาฮีบาตู,16,ภูมิใจไทย,ปริญญาตรี,ชาย,31-40 ปี,ไม่ระบุ
นราธิวาส,4,นายอาแซ  โต๊ะราแม,34,ความหวังใหม่,ปริญญาตรี,ชาย,51-60 ปี,อาชีพอิสระ / รับจ้าง
น่าน,1,นางสาวนฤมล  บริคุธ,10,ประชาธิปัตย์,ปริญญาตรี,หญิง,ต่ำกว่าหรือเท่ากับ 30 ปี,ธุรกิจส่วนตัว / ค้าขาย
น่าน,1,นางสิรินทร  รามสูต,1,เพื่อไทย,ปริญญาตรี,หญิง,51-60 ปี,นักการเมือง
น่าน,1,นายชินราช  คล้ายเนียม,36,พลังคนกีฬา,ปริญญาตรี,ชาย,41-50 ปี,อาชีพอื่นๆ
น่าน,1,นายเชาวฤทธิ์  ขจรพงศ์กีรติ,2,ชาติพัฒนาเพื่อแผ่นดิน,ปริญญาโท,ชาย,61-70 ปี,ธุรกิจส่วนตัว / ค้าขาย
น่าน,2,นายจาตุรนต์  อินนา,10,ประชาธิปัตย์,ปริญญาตรี,ชาย,41-50 ปี,นักกฎหมาย
น่าน,2,นายชลน่าน  ศรีแก้ว,1,เพื่อไทย,ปริญญาโท,ชาย,41-50 ปี,นักการเมือง
น่าน,2,นายล้วน  ธงเงิน,2,ชาติพัฒนาเพื่อแผ่นดิน,ต่ำกว่าปริญญาตรี,ชาย,51-60 ปี,ไม่ระบุ
น่าน,3,นายณัฐพงษ์  สุปริยศิลป์,1,เพื่อไทย,ปริญญาโท,ชาย,31-40 ปี,ที่ปรึกษา
น่าน,3,นายดร  งามธุระ,16,ภูมิใจไทย,ปริญญาโท,ชาย,31-40 ปี,นักการเมือง
น่าน,3,นายตะวัน  สวนนันท์,10,ประชาธิปัตย์,ปริญญาโท,ชาย,51-60 ปี,นักกฎหมาย
น่าน,3,นายอนุรักษ์  ขันทะสีมา,2,ชาติพัฒนาเพื่อแผ่นดิน,ต่ำกว่าปริญญาตรี,ชาย,31-40 ปี,ธุรกิจส่วนตัว / ค้าขาย
บึงกาฬ,1,นางแว่นฟ้า  ทองศรี,16,ภูมิใจไทย,ปริญญาโท,หญิง,41-50 ปี,อาชีพอิสระ / รับจ้าง
บึงกาฬ,1,นางสาวพลอยเพ็ญ  พิมพ์เกษ,10,ประชาธิปัตย์,ปริญญาตรี,หญิง,41-50 ปี,ธุรกิจส่วนตัว / ค้าขาย
บึงกาฬ,1,นายกิตติพัฒนพงษ์  กิติกังวล,14,กิจสังคม,ปริญญาตรี,ชาย,31-40 ปี,อาชีพอิสระ / รับจ้าง
บึงกาฬ,1,นายกิตติมศักดิ์  พระราช,34,ความหวังใหม่,ต่ำกว่าปริญญาตรี,ชาย,31-40 ปี,อาชีพอิสระ / รับจ้าง
บึงกาฬ,1,นายเชิดพงศ์  ราชป้องขันธ์,1,เพื่อไทย,ปริญญาโท,ชาย,51-60 ปี,ข้าราชการประจำ
บึงกาฬ,1,นายบุญ  บัวทอง,18,เพื่อฟ้าดิน,ปริญญาตรี,ชาย,51-60 ปี,เกษตรกร
บึงกาฬ,1,นายบุญหลัน  พิมน,28,พลังสังคมไทย,ต่ำกว่าปริญญาตรี,ชาย,31-40 ปี,อาชีพอิสระ / รับจ้าง
บึงกาฬ,1,นายสงกรานต์  คำพิไสย์,2,ชาติพัฒนาเพื่อแผ่นดิน,ปริญญาโท,ชาย,51-60 ปี,เกษตรกร
บึงกาฬ,1,นายสากล  นันทรักษ์,39,เพื่อนเกษตรไทย,ปริญญาตรี,ชาย,51-60 ปี,ข้าราชการบำนาญ
บึงกาฬ,2,นายณรงค์  อินโพธิษา,16,ภูมิใจไทย,ปริญญาตรี,ชาย,41-50 ปี,นักการเมือง
บึงกาฬ,2,นายไตรรงค์  ติธรรม,1,เพื่อไทย,ปริญญาตรี,ชาย,51-60 ปี,เกษตรกร
บึงกาฬ,2,นายพิทยา  พระราช,34,ความหวังใหม่,ต่ำกว่าปริญญาตรี,ชาย,51-60 ปี,ข้าราชการบำนาญ
บึงกาฬ,2,นายวินัย  ติยะบุตร,10,ประชาธิปัตย์,ปริญญาตรี,ชาย,41-50 ปี,นักกฎหมาย
บึงกาฬ,2,นายสมเกียรติ์  ลามคำ,2,ชาติพัฒนาเพื่อแผ่นดิน,ปริญญาตรี,ชาย,51-60 ปี,นักการเมือง
บุรีรัมย์,1,นายนภดล  อังคสุภณ,10,ประชาธิปัตย์,ปริญญาตรี,ชาย,41-50 ปี,ธุรกิจส่วนตัว / ค้าขาย
บุรีรัมย์,1,นายสนอง  เทพอักษรณรงค์,16,ภูมิใจไทย,ปริญญาตรี,ชาย,61-70 ปี,นักการเมือง
บุรีรัมย์,1,พันตำรวจโทกิตติฤทธิ์  พูนสวัสดิ์,1,เพื่อไทย,ต่ำกว่าปริญญาตรี,ชาย,61-70 ปี,ข้าราชการบำนาญ
บุรีรัมย์,2,นายกฤช  อุปจันแพงวงศ์,1,เพื่อไทย,ปริญญาเอก,ชาย,51-60 ปี,นักวิชาการ / ครู / อาจารย์
บุรีรัมย์,2,นายธีรวุฒิ  ทับทิมหิน,10,ประชาธิปัตย์,ปริญญาตรี,ชาย,31-40 ปี,นักกฎหมาย
บุรีรัมย์,2,นายรังสิกร  ทิมาตฤกะ,16,ภูมิใจไทย,ปริญญาตรี,ชาย,51-60 ปี,นักการเมือง
บุรีรัมย์,2,นายสุรศักดิ์  นาคดี,2,ชาติพัฒนาเพื่อแผ่นดิน,ปริญญาโท,ชาย,41-50 ปี,นักการเมือง
บุรีรัมย์,3,นายโตเกียว  ศรีบาล,14,กิจสังคม,ปริญญาตรี,ชาย,31-40 ปี,ธุรกิจส่วนตัว / ค้าขาย
บุรีรัมย์,3,นายมนูญ  มนูขจร,10,ประชาธิปัตย์,ปริญญาโท,ชาย,41-50 ปี,อาชีพอื่นๆ
บุรีรัมย์,3,นายวุฒิพงษ์  เหลืองอุดมชัย,21,ชาติไทยพัฒนา,ปริญญาตรี,ชาย,61-70 ปี,ธุรกิจส่วนตัว / ค้าขาย
บุรีรัมย์,3,นายโสภณ  ซารัมย์,16,ภูมิใจไทย,ปริญญาตรี,ชาย,51-60 ปี,นักการเมือง
บุรีรัมย์,3,นายอาทิตย์  ยุทธเสรี,1,เพื่อไทย,ปริญญาโท,ชาย,51-60 ปี,วิชาชีพอิสระ
บุรีรัมย์,4,นางอารีญาภรณ์  ซารัมย์,16,ภูมิใจไทย,ปริญญาโท,หญิง,51-60 ปี,ข้าราชการประจำ
บุรีรัมย์,4,นายนพรัตน์  ฉิมรัมย์,10,ประชาธิปัตย์,ปริญญาตรี,ชาย,41-50 ปี,นักกฎหมาย
บุรีรัมย์,4,นายปริวัชร  มณีเติม,21,ชาติไทยพัฒนา,ปริญญาตรี,ชาย,51-60 ปี,นักกฎหมาย
บุรีรัมย์,4,นายสราวุฒิ  แหวนมุกข์,1,เพื่อไทย,ปริญญาตรี,ชาย,31-40 ปี,อาชีพอิสระ / รับจ้าง
บุรีรัมย์,5,นายพรพิพัฒน์  หลอมประโคน,9,พลังมวลชน,ต่ำกว่าปริญญาตรี,ชาย,ต่ำกว่าหรือเท่ากับ 30 ปี,เกษตรกร
บุรีรัมย์,5,นายมนต์ไชย  ชาติวัฒนศิริ,16,ภูมิใจไทย,ปริญญาตรี,ชาย,61-70 ปี,นักการเมือง
บุรีรัมย์,5,นายวีรชัช  สายดวง,34,ความหวังใหม่,ต่ำกว่าปริญญาตรี,ชาย,31-40 ปี,อาชีพอิสระ / รับจ้าง
บุรีรัมย์,5,นายสุประดิษฐ์  แสนทวีสุข,10,ประชาธิปัตย์,ปริญญาตรี,ชาย,41-50 ปี,นักกฎหมาย
บุรีรัมย์,5,พันตำรวจเอกอุดร  ชาญนุวงศ์,1,เพื่อไทย,ปริญญาตรี,ชาย,61-70 ปี,ธุรกิจส่วนตัว / ค้าขาย
บุรีรัมย์,6,นายชัยพิบูล  ไชยชาติ,34,ความหวังใหม่,ปริญญาตรี,ชาย,51-60 ปี,ธุรกิจส่วนตัว / ค้าขาย
บุรีรัมย์,6,นายไตรเทพ  งามกมล,16,ภูมิใจไทย,ปริญญาโท,ชาย,51-60 ปี,นักการเมือง
บุรีรัมย์,6,นายไตรสิทธิ์  เตียประสิทธิ์,36,พลังคนกีฬา,ต่ำกว่าปริญญาตรี,ชาย,41-50 ปี,ธุรกิจส่วนตัว / ค้าขาย
บุรีรัมย์,6,นายนาคินทร์  ปิ่นศิริ,10,ประชาธิปัตย์,ปริญญาตรี,ชาย,31-40 ปี,อาชีพอิสระ / รับจ้าง
บุรีรัมย์,6,นายพรชัย  ศรีสุริยันโยธิน,1,เพื่อไทย,ปริญญาโท,ชาย,51-60 ปี,นักการเมือง
บุรีรัมย์,7,นายประกิจ  พลเดช,16,ภูมิใจไทย,ปริญญาโท,ชาย,61-70 ปี,นักการเมือง
บุรีรัมย์,7,นายภุชงค์  เลาหศิริวงศ์,10,ประชาธิปัตย์,ปริญญาโท,ชาย,41-50 ปี,ข้าราชการประจำ
บุรีรัมย์,7,นายหนูแดง  วรรณกางซ้าย,1,เพื่อไทย,ปริญญาเอก,ชาย,51-60 ปี,นักวิชาการ / ครู / อาจารย์
บุรีรัมย์,8,นายขจรธน  จุดโต,1,เพื่อไทย,ปริญญาตรี,ชาย,51-60 ปี,นักการเมือง
บุรีรัมย์,8,นายเดช  แผนกระโทก,7,ประชาธรรม,ต่ำกว่าปริญญาตรี,ชาย,51-60 ปี,เกษตรกร
บุรีรัมย์,8,นายรุ่งโรจน์  ทองศรี,16,ภูมิใจไทย,ปริญญาตรี,ชาย,41-50 ปี,ไม่ระบุ
บุรีรัมย์,8,นายสมนึก  เฮงวาณิชย์,2,ชาติพัฒนาเพื่อแผ่นดิน,ปริญญาตรี,ชาย,41-50 ปี,นักการเมือง
บุรีรัมย์,8,นายสันติ  โรจน์สุกิจ,10,ประชาธิปัตย์,ปริญญาตรี,ชาย,41-50 ปี,ข้าราชการประจำ
บุรีรัมย์,9,นายจักรกฤษณ์  ทองศรี,16,ภูมิใจไทย,ปริญญาโท,ชาย,31-40 ปี,นักการเมือง
บุรีรัมย์,9,นายจำรัส  เวียงสงค์,1,เพื่อไทย,ปริญญาโท,ชาย,41-50 ปี,ธุรกิจส่วนตัว / ค้าขาย
บุรีรัมย์,9,นายภูมิสิทธิ์  มาประจง,10,ประชาธิปัตย์,ปริญญาตรี,ชาย,41-50 ปี,นักกฎหมาย
บุรีรัมย์,9,นายอธิวัฒน์  บุญชาติ,34,ความหวังใหม่,ต่ำกว่าปริญญาตรี,ชาย,31-40 ปี,อาชีพอิสระ / รับจ้าง
ปทุมธานี,1,นายพันธุ์ทิพย์  เปอร์เชาว์,16,ภูมิใจไทย,ปริญญาตรี,ชาย,41-50 ปี,อาชีพอื่นๆ
ปทุมธานี,1,นายวรพล  เหมือนสร้อย,26,มาตุภูมิ,ต่ำกว่าปริญญาตรี,ชาย,61-70 ปี,ธุรกิจส่วนตัว / ค้าขาย
ปทุมธานี,1,นายสุทิน  นพขำ,1,เพื่อไทย,ปริญญาตรี,ชาย,41-50 ปี,ธุรกิจส่วนตัว / ค้าขาย
ปทุมธานี,1,นายอนันต์  พฤกษสิน,2,ชาติพัฒนาเพื่อแผ่นดิน,ปริญญาตรี,ชาย,31-40 ปี,อาชีพอิสระ / รับจ้าง
ปทุมธานี,1,นายเอกชัย  นาคบุรินทร์,10,ประชาธิปัตย์,ปริญญาโท,ชาย,ต่ำกว่าหรือเท่ากับ 30 ปี,นักการเมือง
ปทุมธานี,2,นางณกนกภ์  ธุระกิจ,39,เพื่อนเกษตรไทย,ต่ำกว่าปริญญาตรี,หญิง,31-40 ปี,ธุรกิจส่วนตัว / ค้าขาย
ปทุมธานี,2,นางสาวกรรณิการ์  นาคอินทร์,16,ภูมิใจไทย,ปริญญาโท,หญิง,31-40 ปี,อาชีพอิสระ / รับจ้าง
ปทุมธานี,2,นายยม  ศรีเมือง,10,ประชาธิปัตย์,ต่ำกว่าปริญญาตรี,ชาย,51-60 ปี,นักการเมือง
ปทุมธานี,2,นายระพีพันธุ์  หอมสนั่น,41,สยาม,ปริญญาตรี,ชาย,31-40 ปี,ธุรกิจส่วนตัว / ค้าขาย
ปทุมธานี,2,นายวชิระ  โชติจันทร์,2,ชาติพัฒนาเพื่อแผ่นดิน,ปริญญาตรี,ชาย,51-60 ปี,นักวิชาการ / ครู / อาจารย์
ปทุมธานี,2,นายสุรพงษ์  อึ้งอัมพรวิไล,1,เพื่อไทย,ปริญญาโท,ชาย,51-60 ปี,นักการเมือง
ปทุมธานี,3,นางประเทือง  วงษ์แจ้ง,16,ภูมิใจไทย,ปริญญาโท,หญิง,41-50 ปี,นักการเมือง
ปทุมธานี,3,นายพัชรพล  นากรณ์,23,ชาติสามัคคี,ปริญญาตรี,ชาย,61-70 ปี,นักกฎหมาย
ปทุมธานี,3,นายพิพัฒน์  เชื้อไทย,34,ความหวังใหม่,ต่ำกว่าปริญญาตรี,ชาย,51-60 ปี,ธุรกิจส่วนตัว / ค้าขาย
ปทุมธานี,3,นายไพฑูลย์  แสงเทศ,19,เครือข่ายชาวนาแห่งประเทศไทย,ปริญญาตรี,ชาย,31-40 ปี,เกษตรกร
ปทุมธานี,3,นายสถิตย์  น้อยสว่าง,2,ชาติพัฒนาเพื่อแผ่นดิน,ต่ำกว่าปริญญาตรี,ชาย,51-60 ปี,ไม่ระบุ
ปทุมธานี,3,นายสมศักดิ์  ใจแคล้ว,1,เพื่อไทย,ต่ำกว่าปริญญาตรี,ชาย,51-60 ปี,ธุรกิจส่วนตัว / ค้าขาย
ปทุมธานี,3,นายอานนท์  นุ่นสุข,10,ประชาธิปัตย์,ปริญญาโท,ชาย,41-50 ปี,นักการเมือง
ปทุมธานี,4,นางสาวพรพิมล  ธรรมสาร,1,เพื่อไทย,ปริญญาตรี,หญิง,41-50 ปี,นักการเมือง
ปทุมธานี,4,นายกฤษฎา  หลีนวรัตน์,16,ภูมิใจไทย,ต่ำกว่าปริญญาตรี,ชาย,41-50 ปี,นักการเมือง
ปทุมธานี,4,นายทองหล่อ  เที่ยงธรรม,12,รักษ์สันติ,ปริญญาเอก,ชาย,41-50 ปี,อาชีพอื่นๆ
ปทุมธานี,4,นายไพบูลย์  วะลัยศรี,4,ประชากรไทย,ปริญญาตรี,ชาย,51-60 ปี,อาชีพอิสระ / รับจ้าง
ปทุมธานี,4,นายสดใส  โรจนวิชัย,21,ชาติไทยพัฒนา,ปริญญาโท,ชาย,51-60 ปี,นักการเมือง
ปทุมธานี,4,พันตำรวจเอกอดิศร  ด้วงพูล,10,ประชาธิปัตย์,ปริญญาโท,ชาย,51-60 ปี,ไม่ระบุ
ปทุมธานี,5,นายเกียรติศักดิ์  ส่องแสง,10,ประชาธิปัตย์,ปริญญาเอก,ชาย,41-50 ปี,นักวิชาการ / ครู / อาจารย์
ปทุมธานี,5,นายณพิภัช  ชัยรัชธนธร,2,ชาติพัฒนาเพื่อแผ่นดิน,ต่ำกว่าปริญญาตรี,ชาย,51-60 ปี,อาชีพอิสระ / รับจ้าง
ปทุมธานี,5,นายธนศวร  สุวรรณขำ,17,แทนคุณแผ่นดิน,ปริญญาโท,ชาย,41-50 ปี,ธุรกิจส่วนตัว / ค้าขาย
ปทุมธานี,5,นายปฏิวัติ  พิจารณ์,3,ประชาธิปไตยใหม่,ปริญญาตรี,ชาย,ต่ำกว่าหรือเท่ากับ 30 ปี,อาชีพอิสระ / รับจ้าง
ปทุมธานี,5,นายสมนึก  สอนเนย,16,ภูมิใจไทย,ปริญญาโท,ชาย,61-70 ปี,ธุรกิจส่วนตัว / ค้าขาย
ปทุมธานี,5,ว่าที่ ร้อยตรีสุเมธ  ฤทธาคนี,1,เพื่อไทย,ปริญญาเอก,ชาย,41-50 ปี,นักการเมือง
ปทุมธานี,6,นางพริ้ง  แสงเทศ,19,เครือข่ายชาวนาแห่งประเทศไทย,ต่ำกว่าปริญญาตรี,หญิง,51-60 ปี,เกษตรกร
ปทุมธานี,6,นายชูชาติ  หาญสวัสดิ์,1,เพื่อไทย,ปริญญาตรี,ชาย,61-70 ปี,นักการเมือง
ปทุมธานี,6,นายสมัคร  ผลประเสริฐ,10,ประชาธิปัตย์,ปริญญาตรี,ชาย,61-70 ปี,นักการเมือง
ปทุมธานี,6,นายสาคร  อำภิน,16,ภูมิใจไทย,ปริญญาโท,ชาย,41-50 ปี,ธุรกิจส่วนตัว / ค้าขาย
ประจวบคีรีขันธ์,1,นางสาวกนกวรรณ  สาลีผล,2,ชาติพัฒนาเพื่อแผ่นดิน,ต่ำกว่าปริญญาตรี,หญิง,ต่ำกว่าหรือเท่ากับ 30 ปี,อาชีพอิสระ / รับจ้าง
ประจวบคีรีขันธ์,1,นายบุญช่วย  โสภาค,34,ความหวังใหม่,ปริญญาตรี,ชาย,51-60 ปี,พนักงานส่วนท้องถิ่น
ประจวบคีรีขันธ์,1,นายบุญยงค์  นพรัตน์,19,เครือข่ายชาวนาแห่งประเทศไทย,ต่ำกว่าปริญญาตรี,ชาย,71-80 ปี,เกษตรกร
ประจวบคีรีขันธ์,1,นายมนตรี  ปาน้อยนนท์,10,ประชาธิปัตย์,ปริญญาโท,ชาย,41-50 ปี,นักการเมือง
ประจวบคีรีขันธ์,1,นายอภิวัฒน์  กำบัง,1,เพื่อไทย,ปริญญาโท,ชาย,31-40 ปี,อาชีพอิสระ / รับจ้าง
ประจวบคีรีขันธ์,2,นางพนิดา  เกตุย้อย,34,ความหวังใหม่,ปริญญาตรี,หญิง,31-40 ปี,อาชีพอื่นๆ
ประจวบคีรีขันธ์,2,นางวรานิษฐ์  ฐานิสนิโรจน์,36,พลังคนกีฬา,ปริญญาตรี,หญิง,41-50 ปี,พนักงานของรัฐ
ประจวบคีรีขันธ์,2,นายเฉลิมชัย  ศรีอ่อน,10,ประชาธิปัตย์,ปริญญาโท,ชาย,41-50 ปี,นักการเมือง
ประจวบคีรีขันธ์,2,นายพรเทพ  วิสุทธิ์วัฒนศักดิ์,1,เพื่อไทย,ปริญญาโท,ชาย,41-50 ปี,ธุรกิจส่วนตัว / ค้าขาย
ประจวบคีรีขันธ์,2,นายสุรชัย  สายสกล,2,ชาติพัฒนาเพื่อแผ่นดิน,ต่ำกว่าปริญญาตรี,ชาย,ต่ำกว่าหรือเท่ากับ 30 ปี,ธุรกิจส่วนตัว / ค้าขาย
ประจวบคีรีขันธ์,3,นายธนกร  จวนสว่าง,2,ชาติพัฒนาเพื่อแผ่นดิน,ต่ำกว่าปริญญาตรี,ชาย,ต่ำกว่าหรือเท่ากับ 30 ปี,ธุรกิจส่วนตัว / ค้าขาย
ประจวบคีรีขันธ์,3,นายประมวล  พงศ์ถาวราเดช,10,ประชาธิปัตย์,ปริญญาโท,ชาย,51-60 ปี,นักการเมือง
ประจวบคีรีขันธ์,3,นายวนิชย์  ปักกิ่งเมือง,1,เพื่อไทย,ปริญญาตรี,ชาย,41-50 ปี,อาชีพอื่นๆ
ประจวบคีรีขันธ์,3,นายเอนก  น้อยแสง,19,เครือข่ายชาวนาแห่งประเทศไทย,ต่ำกว่าปริญญาตรี,ชาย,51-60 ปี,เกษตรกร
ปราจีนบุรี,1,นายณรงค์  มาสแสง,10,ประชาธิปัตย์,ปริญญาโท,ชาย,51-60 ปี,ข้าราชการบำนาญ
ปราจีนบุรี,1,นายทศพล  เปี่ยมสมบูรณ์,18,เพื่อฟ้าดิน,ปริญญาโท,ชาย,41-50 ปี,วิชาชีพอิสระ
ปราจีนบุรี,1,นายอภิชาติ  ทันพุทธ,12,รักษ์สันติ,ต่ำกว่าปริญญาตรี,ชาย,41-50 ปี,อาชีพอิสระ / รับจ้าง
