หมายเลข,พรรค,ลำดับในบัญชี,ชื่อผู้สมัคร,การศึกษาสูงสุด,เพศ,ช่วงอายุ,อาชีพ
14,กิจสังคม,113,นายณัฐชัย  เติมวาณิช,ต่ำกว่าปริญญาตรี,ชาย,41-50 ปี,ธุรกิจส่วนตัว / ค้าขาย
14,กิจสังคม,114,นายคณินศักดิ์  ชะฎาแก้ว,ต่ำกว่าปริญญาตรี,ชาย,41-50 ปี,เกษตรกร
14,กิจสังคม,115,นางสาววาณีพรรณ  บุญศิริโชคอำไพ,ปริญญาตรี,หญิง,41-50 ปี,ธุรกิจส่วนตัว / ค้าขาย
14,กิจสังคม,116,นางสาวมาลี  เหลืองตรงกิจ,ต่ำกว่าปริญญาตรี,หญิง,41-50 ปี,ธุรกิจส่วนตัว / ค้าขาย
14,กิจสังคม,117,นายอนันต์  จันทร์ตา,ต่ำกว่าปริญญาตรี,ชาย,51-60 ปี,ธุรกิจส่วนตัว / ค้าขาย
14,กิจสังคม,118,นางสาวยุพา  ชมภูศรี,ต่ำกว่าปริญญาตรี,หญิง,41-50 ปี,ธุรกิจส่วนตัว / ค้าขาย
14,กิจสังคม,119,นายภพสธร  สาแช,ต่ำกว่าปริญญาตรี,ชาย,51-60 ปี,ธุรกิจส่วนตัว / ค้าขาย
14,กิจสังคม,120,นางสาวมนินทิรา  จันทร์พิทักษ์,ปริญญาตรี,หญิง,31-40 ปี,ธุรกิจส่วนตัว / ค้าขาย
14,กิจสังคม,121,นายณัฐศักดิ์  คำรินทร์,ต่ำกว่าปริญญาตรี,ชาย,ต่ำกว่าหรือเท่ากับ 30 ปี,อาชีพอิสระ / รับจ้าง
14,กิจสังคม,122,นางชัญญพร  กอนเทียน,ต่ำกว่าปริญญาตรี,หญิง,41-50 ปี,ไม่ระบุ
14,กิจสังคม,123,นายสมศักดิ์  เย็งยูโซ๊ะ,ต่ำกว่าปริญญาตรี,ชาย,51-60 ปี,ธุรกิจส่วนตัว / ค้าขาย
14,กิจสังคม,124,นางวราภรณ์  เย็งยูโซะ,ต่ำกว่าปริญญาตรี,หญิง,41-50 ปี,ไม่ระบุ
14,กิจสังคม,125,นายจงรักษ์  สมจิตต์,ต่ำกว่าปริญญาตรี,ชาย,51-60 ปี,ไม่ระบุ
15,ไทยเป็นไท,1,นายพงศ์สุชิน  วีระกิธพานิช,ต่ำกว่าปริญญาตรี,ชาย,61-70 ปี,ข้าราชการบำนาญ
15,ไทยเป็นไท,2,นายวงศ์ฑอมร  มาตย์สุรีย์,ปริญญาตรี,ชาย,41-50 ปี,อาชีพอื่นๆ
15,ไทยเป็นไท,3,นางอ๋อย  รุ่งเรือง,ต่ำกว่าปริญญาตรี,หญิง,51-60 ปี,เกษตรกร
15,ไทยเป็นไท,4,นายทองสุข  ทะยะราช,ต่ำกว่าปริญญาตรี,ชาย,61-70 ปี,ไม่ระบุ
15,ไทยเป็นไท,5,นางเยี่ยม  จันทะวงค์,ต่ำกว่าปริญญาตรี,หญิง,51-60 ปี,เกษตรกร
15,ไทยเป็นไท,6,นายบุญอุดม  ใจหล้า,ต่ำกว่าปริญญาตรี,ชาย,61-70 ปี,ไม่ระบุ
15,ไทยเป็นไท,7,นายอาโต๊ะ  หมื่นเต,ปริญญาตรี,ชาย,51-60 ปี,เกษตรกร
15,ไทยเป็นไท,8,นายโภอคิณ  โพธิ์โตนด,ต่ำกว่าปริญญาตรี,ชาย,51-60 ปี,ไม่ระบุ
15,ไทยเป็นไท,9,นายพรประเสริฐ  ท้ยฤทธิ์ธนเดช,ต่ำกว่าปริญญาตรี,ชาย,41-50 ปี,ธุรกิจส่วนตัว / ค้าขาย
15,ไทยเป็นไท,10,นายบุญเสริม  หัทยานนท์,ปริญญาตรี,ชาย,41-50 ปี,ธุรกิจส่วนตัว / ค้าขาย
16,ภูมิใจไทย,1,นายชวรัตน์  ชาญวีรกูล,ปริญญาตรี,ชาย,71-80 ปี,ธุรกิจส่วนตัว / ค้าขาย
16,ภูมิใจไทย,2,นายชัย  ชิดชอบ,ปริญญาตรี,ชาย,มากกว่า 80 ปี,นักการเมือง
16,ภูมิใจไทย,3,นายเรืองศักดิ์  งามสมภาค,ปริญญาตรี,ชาย,61-70 ปี,ข้าราชการบำนาญ
16,ภูมิใจไทย,4,นางนาที  รัชกิจประการ,ปริญญาเอก,หญิง,51-60 ปี,ธุรกิจส่วนตัว / ค้าขาย
16,ภูมิใจไทย,5,นายศุภชัย  ใจสมุทร,ปริญญาโท,ชาย,51-60 ปี,นักการเมือง
16,ภูมิใจไทย,6,นางสาวณัฐธิดา  เทพสุทิน,ปริญญาตรี,หญิง,ต่ำกว่าหรือเท่ากับ 30 ปี,ธุรกิจส่วนตัว / ค้าขาย
16,ภูมิใจไทย,7,นายเพิ่มพูน  ทองศรี,ปริญญาตรี,ชาย,61-70 ปี,ไม่ระบุ
16,ภูมิใจไทย,8,นายสรยุทธ  เพ็ชรตระกูล,ปริญญาโท,ชาย,41-50 ปี,นักการเมือง
16,ภูมิใจไทย,9,นางสาวศรีวรรณ  เทียมประเสริฐ,ปริญญาตรี,หญิง,ต่ำกว่าหรือเท่ากับ 30 ปี,ธุรกิจส่วนตัว / ค้าขาย
16,ภูมิใจไทย,10,นายพิพัฒน์  พรมวราภรณ์,ปริญญาตรี,ชาย,41-50 ปี,พนักงานส่วนท้องถิ่น
16,ภูมิใจไทย,11,นายประเวช  รัตนเพียร,ปริญญาเอก,ชาย,51-60 ปี,นักวิชาการ / ครู / อาจารย์
16,ภูมิใจไทย,12,นายสุรชัย  สุทธิธรรม,ปริญญาโท,ชาย,61-70 ปี,ธุรกิจส่วนตัว / ค้าขาย
16,ภูมิใจไทย,13,นายประจักษ์  แกล้วกล้าหาญ,ปริญญาเอก,ชาย,51-60 ปี,นักการเมือง
16,ภูมิใจไทย,14,นายทวีวัฒน์  ฤทธิ์ฤาชัย,ปริญญาตรี,ชาย,71-80 ปี,ข้าราชการบำนาญ
16,ภูมิใจไทย,15,นางศุภาธินันท์  ไถวสินธุ์,ต่ำกว่าปริญญาตรี,หญิง,51-60 ปี,เกษตรกร
16,ภูมิใจไทย,16,นายสุชาติ  โชคชัยวัฒนากร,ปริญญาตรี,ชาย,51-60 ปี,นักการเมือง
16,ภูมิใจไทย,17,นายสมบูรณ์  วันไชยธนวงศ์,ปริญญาโท,ชาย,71-80 ปี,นักการเมือง
16,ภูมิใจไทย,18,นางชนากานต์  ยืนยง,ปริญญาเอก,หญิง,61-70 ปี,ธุรกิจส่วนตัว / ค้าขาย
16,ภูมิใจไทย,19,ร้อยตรีกฤษฎา  การุญ,ปริญญาตรี,ชาย,31-40 ปี,ธุรกิจส่วนตัว / ค้าขาย
16,ภูมิใจไทย,20,นายณัฐพล  เกียรติวินัยสกุล,ปริญญาโท,ชาย,41-50 ปี,ธุรกิจส่วนตัว / ค้าขาย
16,ภูมิใจไทย,21,นายฉัตรชัย  ศิลาพร,ปริญญาตรี,ชาย,51-60 ปี,นักการเมือง
16,ภูมิใจไทย,22,พลเอกดุสิต  เครือใย,ปริญญาตรี,ชาย,61-70 ปี,ข้าราชการบำนาญ
16,ภูมิใจไทย,23,นายประสิทธิ์  ตั้งศรีเกียรติกุล,ปริญญาตรี,ชาย,51-60 ปี,นักการเมือง
16,ภูมิใจไทย,24,นายมานพ  ปัตนวงศ์,ปริญญาตรี,ชาย,61-70 ปี,นักการเมือง
16,ภูมิใจไทย,25,นายคำตา  แคนบุญจันทร์,ปริญญาตรี,ชาย,51-60 ปี,อาชีพอิสระ / รับจ้าง
16,ภูมิใจไทย,26,นายสมควร  ทองสุกใส,ต่ำกว่าปริญญาตรี,ชาย,41-50 ปี,พนักงานส่วนท้องถิ่น
16,ภูมิใจไทย,27,นายเกรียงศักดิ์  ภู่พันธ์ตระกูล,ปริญญาตรี,ชาย,41-50 ปี,ธุรกิจส่วนตัว / ค้าขาย
16,ภูมิใจไทย,28,นายเอกรินทร์  นิลสวัสดิ์,ปริญญาตรี,ชาย,51-60 ปี,ธุรกิจส่วนตัว / ค้าขาย
16,ภูมิใจไทย,29,นางสาววาสินีพร  พลเยี่ยม,ปริญญาตรี,หญิง,31-40 ปี,แพทย์
16,ภูมิใจไทย,30,นายไพโรจน์  สุขสัมฤทธิ์,ปริญญาเอก,ชาย,61-70 ปี,ข้าราชการบำนาญ
16,ภูมิใจไทย,31,นายพันธพัฒน์  พัฒนะพัฒนา,ปริญญาตรี,ชาย,31-40 ปี,แพทย์
16,ภูมิใจไทย,32,นายโกศล  เหมพลชม,ปริญญาโท,ชาย,51-60 ปี,ธุรกิจส่วนตัว / ค้าขาย
16,ภูมิใจไทย,33,นางชุณห์พิมาน  เชษฐ์เมทินี,ปริญญาตรี,หญิง,51-60 ปี,ข้าราชการบำนาญ
16,ภูมิใจไทย,34,นายไกรวัลย์  เกษมศิลป์,ต่ำกว่าปริญญาตรี,ชาย,41-50 ปี,อาชีพอิสระ / รับจ้าง
16,ภูมิใจไทย,35,นายฉัตรชัย  ชูแก้ว,ปริญญาโท,ชาย,31-40 ปี,นักกฎหมาย
16,ภูมิใจไทย,36,นายอวยชัย  สุขรัตน์,ปริญญาตรี,ชาย,61-70 ปี,ธุรกิจส่วนตัว / ค้าขาย
16,ภูมิใจไทย,37,นายอธิวัฒน์  สอนเนย,ปริญญาโท,ชาย,ต่ำกว่าหรือเท่ากับ 30 ปี,ธุรกิจส่วนตัว / ค้าขาย
16,ภูมิใจไทย,38,นายธนกร  วังบุญคงชนะ,ปริญญาโท,ชาย,31-40 ปี,นักการเมือง
16,ภูมิใจไทย,39,นายเจษฎาพงศ์  ชูแก้ว,ปริญญาตรี,ชาย,31-40 ปี,ธุรกิจส่วนตัว / ค้าขาย
16,ภูมิใจไทย,40,นายสนั่น  สุขรมย์,ปริญญาตรี,ชาย,31-40 ปี,ไม่ระบุ
16,ภูมิใจไทย,41,นางสาวอริสรา  ตาวงศ์,ปริญญาโท,หญิง,41-50 ปี,อาชีพอิสระ / รับจ้าง
16,ภูมิใจไทย,42,นางสาวเอื้ออิศรา  หมื่นแสน,ปริญญาตรี,หญิง,ต่ำกว่าหรือเท่ากับ 30 ปี,อาชีพอิสระ / รับจ้าง
16,ภูมิใจไทย,43,นายจิรเดช  ซามาเละ,ปริญญาตรี,ชาย,41-50 ปี,พนักงานส่วนท้องถิ่น
16,ภูมิใจไทย,44,พันตำรวจโทณรงค์  โพธิจักร,ปริญญาตรี,ชาย,61-70 ปี,ข้าราชการบำนาญ
16,ภูมิใจไทย,45,นางศริยา  ใจสมุทร,ปริญญาโท,หญิง,61-70 ปี,ข้าราชการบำนาญ
16,ภูมิใจไทย,46,นายพิพัฒน์  วีระถาวร,ปริญญาเอก,ชาย,51-60 ปี,นักวิชาการ / ครู / อาจารย์
16,ภูมิใจไทย,47,นายวีรศักดิ์  ชุณหจักร,ปริญญาโท,ชาย,51-60 ปี,อาชีพอิสระ / รับจ้าง
16,ภูมิใจไทย,48,นายสมเกียรติ  กิจเจริญ,ปริญญาตรี,ชาย,41-50 ปี,ธุรกิจส่วนตัว / ค้าขาย
16,ภูมิใจไทย,49,นายสมชัย  ตั้งปวิทยา,ปริญญาตรี,ชาย,41-50 ปี,ธุรกิจส่วนตัว / ค้าขาย
16,ภูมิใจไทย,50,นายสุนทร  โนราช,ปริญญาตรี,ชาย,41-50 ปี,ธุรกิจส่วนตัว / ค้าขาย
16,ภูมิใจไทย,51,นายอำพันธ์  ไทยสนิท,ปริญญาโท,ชาย,51-60 ปี,ธุรกิจส่วนตัว / ค้าขาย
16,ภูมิใจไทย,52,นายประชา  อัศวนิเวศน์,ปริญญาตรี,ชาย,41-50 ปี,ธุรกิจส่วนตัว / ค้าขาย
16,ภูมิใจไทย,53,นายณัฐพล  เจริญวงค์,ปริญญาโท,ชาย,51-60 ปี,ธุรกิจส่วนตัว / ค้าขาย
16,ภูมิใจไทย,54,นายมานะ  พรสุรัตน์,ปริญญาโท,ชาย,41-50 ปี,อาชีพอิสระ / รับจ้าง
16,ภูมิใจไทย,55,นายเกษม  ลีละยุวพันธ์,ปริญญาตรี,ชาย,51-60 ปี,อาชีพอิสระ / รับจ้าง
16,ภูมิใจไทย,56,นายมูฮำมัดนาเซ  กอร์เดร์,ปริญญาตรี,ชาย,31-40 ปี,ธุรกิจส่วนตัว / ค้าขาย
16,ภูมิใจไทย,57,นายสนิท  วัฒนสุข,ปริญญาตรี,ชาย,51-60 ปี,ข้าราชการประจำ
16,ภูมิใจไทย,58,ดาบตำรวจกรณ์  วราธรรมกุล,ต่ำกว่าปริญญาตรี,ชาย,51-60 ปี,ข้าราชการบำนาญ
16,ภูมิใจไทย,59,นายคำก่าย  กองพร,ปริญญาตรี,ชาย,51-60 ปี,เกษตรกร
16,ภูมิใจไทย,60,นางจิดาภา  ฮดฤาชา,ต่ำกว่าปริญญาตรี,หญิง,41-50 ปี,เกษตรกร
16,ภูมิใจไทย,61,นายณัฐพล  งามเหลา,ปริญญาตรี,ชาย,31-40 ปี,วิชาชีพอิสระ
16,ภูมิใจไทย,62,นายธนัช  นาคจันทึก,ปริญญาตรี,ชาย,41-50 ปี,ธุรกิจส่วนตัว / ค้าขาย
16,ภูมิใจไทย,63,นายประยงค์  โม้สี,ต่ำกว่าปริญญาตรี,ชาย,51-60 ปี,พนักงานส่วนท้องถิ่น
16,ภูมิใจไทย,64,นายประเสริฐ  ชินศรี,ต่ำกว่าปริญญาตรี,ชาย,51-60 ปี,ไม่ระบุ
16,ภูมิใจไทย,65,นายวีระชัย  จูห้อง,ปริญญาตรี,ชาย,51-60 ปี,ธุรกิจส่วนตัว / ค้าขาย
16,ภูมิใจไทย,66,นายณัฎฐพงศ์  วิเชียรวรรณ,ปริญญาตรี,ชาย,ต่ำกว่าหรือเท่ากับ 30 ปี,ข้าราชการประจำ
16,ภูมิใจไทย,67,นางสกุลลักษณ์  ศักดาพิทักษ์,ต่ำกว่าปริญญาตรี,หญิง,41-50 ปี,เกษตรกร
16,ภูมิใจไทย,68,นายสถาพร  โคตบุตร,ปริญญาตรี,ชาย,41-50 ปี,ธุรกิจส่วนตัว / ค้าขาย
16,ภูมิใจไทย,69,นายธรรมบุตร  เกียรติกอบสุข,ปริญญาโท,ชาย,41-50 ปี,ไม่ระบุ
16,ภูมิใจไทย,70,นางสาวนุชชาวดี  พันธ์สวัสดิ์,ปริญญาโท,หญิง,31-40 ปี,ธุรกิจส่วนตัว / ค้าขาย
16,ภูมิใจไทย,71,นางชวนพิศ  พันธ์เพียร,ปริญญาตรี,หญิง,51-60 ปี,ธุรกิจส่วนตัว / ค้าขาย
16,ภูมิใจไทย,72,นางสาวนิติยา  พรหมสวัสดิ์,ต่ำกว่าปริญญาตรี,หญิง,31-40 ปี,ไม่ระบุ
16,ภูมิใจไทย,73,นางนิยา  คงพิบูลย์,ปริญญาตรี,หญิง,71-80 ปี,ข้าราชการบำนาญ
16,ภูมิใจไทย,74,นายประสิทธิ์  จิตรจุน,ต่ำกว่าปริญญาตรี,ชาย,51-60 ปี,ธุรกิจส่วนตัว / ค้าขาย
16,ภูมิใจไทย,75,นางสาวมณฑาทิพย์  จุฑานนท์,ปริญญาตรี,หญิง,41-50 ปี,ธุรกิจส่วนตัว / ค้าขาย
16,ภูมิใจไทย,76,นายศักดา  จริงจิตร,ต่ำกว่าปริญญาตรี,ชาย,51-60 ปี,เกษตรกร
16,ภูมิใจไทย,77,นายธนัท  ลาชโรจน์,ปริญญาโท,ชาย,71-80 ปี,ไม่ระบุ
16,ภูมิใจไทย,78,นางสาวเพ็ญศรี  อินอุ่นโชติ,ปริญญาตรี,หญิง,31-40 ปี,อาชีพอิสระ / รับจ้าง
16,ภูมิใจไทย,79,นายวรนิต  วินทะไชย,ปริญญาตรี,ชาย,31-40 ปี,ธุรกิจส่วนตัว / ค้าขาย
16,ภูมิใจไทย,80,นางสาวศศิพร  อุษณวศิน,ปริญญาเอก,หญิง,31-40 ปี,นักวิชาการ / ครู / อาจารย์
16,ภูมิใจไทย,81,นางสาวน้ำอ้อย  รู้แสวง,ปริญญาตรี,หญิง,ต่ำกว่าหรือเท่ากับ 30 ปี,อาชีพอิสระ / รับจ้าง
16,ภูมิใจไทย,82,นายสาโรช  วัฒนสโรช,ปริญญาโท,ชาย,71-80 ปี,ข้าราชการบำนาญ
16,ภูมิใจไทย,83,นายสุพล  สุขศรีมั่งมี,ปริญญาโท,ชาย,51-60 ปี,นักวิชาการ / ครู / อาจารย์
16,ภูมิใจไทย,84,นายกฤษฎาพัฒน์  แจ้งจรรยาวงศ์,ปริญญาตรี,ชาย,51-60 ปี,พนักงานส่วนท้องถิ่น
16,ภูมิใจไทย,85,นายยุทธพงษ์  สิทธิ,ปริญญาตรี,ชาย,51-60 ปี,ไม่ระบุ
16,ภูมิใจไทย,86,นายไพรวัลย์  มีหิริ,ต่ำกว่าปริญญาตรี,ชาย,41-50 ปี,พนักงานส่วนท้องถิ่น
16,ภูมิใจไทย,87,ว่าที่ ร้อยตรีก่องเกียรติ  รักษ์ธรรม,ปริญญาตรี,ชาย,ต่ำกว่าหรือเท่ากับ 30 ปี,อาชีพอิสระ / รับจ้าง
16,ภูมิใจไทย,88,นายจีรวรพัฒน์  เขียวสี,ปริญญาตรี,ชาย,ต่ำกว่าหรือเท่ากับ 30 ปี,อาชีพอิสระ / รับจ้าง
16,ภูมิใจไทย,89,นายซายุตี  สะอุ,ปริญญาตรี,ชาย,31-40 ปี,อาชีพอิสระ / รับจ้าง
16,ภูมิใจไทย,90,นางสาวณัฐนันท์  พินทอง,ปริญญาตรี,หญิง,ต่ำกว่าหรือเท่ากับ 30 ปี,อาชีพอิสระ / รับจ้าง
16,ภูมิใจไทย,91,นายดลหร่อหมาน  อุสมาน,ปริญญาตรี,ชาย,ต่ำกว่าหรือเท่ากับ 30 ปี,อาชีพอิสระ / รับจ้าง
16,ภูมิใจไทย,92,นายธีระพงษ์  สีวิลัย,ปริญญาตรี,ชาย,31-40 ปี,อาชีพอิสระ / รับจ้าง
16,ภูมิใจไทย,93,นางสาวนุชนารถ  แซ่บ้าง,ปริญญาตรี,หญิง,31-40 ปี,อาชีพอิสระ / รับจ้าง
16,ภูมิใจไทย,94,ว่าที่ ร้อยตรีปริญญา  มาน้อย,ปริญญาตรี,ชาย,ต่ำกว่าหรือเท่ากับ 30 ปี,ไม่ระบุ
16,ภูมิใจไทย,95,นายปรีชา  จบดี,ต่ำกว่าปริญญาตรี,ชาย,31-40 ปี,อาชีพอิสระ / รับจ้าง
16,ภูมิใจไทย,96,นางสาวปิลันธนา  อินทรมาศ,ปริญญาตรี,หญิง,31-40 ปี,อาชีพอิสระ / รับจ้าง
16,ภูมิใจไทย,97,นางสาวเพ็ญนภา  ทุมลา,ปริญญาตรี,หญิง,ต่ำกว่าหรือเท่ากับ 30 ปี,อาชีพอิสระ / รับจ้าง
16,ภูมิใจไทย,98,ว่าที่ ร้อยตรีไพโรจน์  ขาวสะอาด,ปริญญาตรี,ชาย,31-40 ปี,อาชีพอิสระ / รับจ้าง
16,ภูมิใจไทย,99,นางสาวไพวรรณ  สิทธิกัน,ปริญญาโท,หญิง,31-40 ปี,อาชีพอิสระ / รับจ้าง
16,ภูมิใจไทย,100,ว่าที่ ร้อยตรีไพศาล  รอดเจริญสุข,ปริญญาตรี,ชาย,ต่ำกว่าหรือเท่ากับ 30 ปี,อาชีพอิสระ / รับจ้าง
16,ภูมิใจไทย,101,นางสาวลักขณา  มณีรัตน์,ปริญญาโท,หญิง,31-40 ปี,อาชีพอิสระ / รับจ้าง
16,ภูมิใจไทย,102,นายวัชรา  ฉิมเงิน,ปริญญาตรี,ชาย,31-40 ปี,อาชีพอิสระ / รับจ้าง
16,ภูมิใจไทย,103,นายวินัย  สมบัติ,ปริญญาตรี,ชาย,ต่ำกว่าหรือเท่ากับ 30 ปี,อาชีพอิสระ / รับจ้าง
16,ภูมิใจไทย,104,นางสาววิรัตา  ขวัญแพ,ปริญญาตรี,หญิง,31-40 ปี,อาชีพอิสระ / รับจ้าง
16,ภูมิใจไทย,105,นางสาวกัญญวรรณ  ปิ่นเงิน,ปริญญาโท,หญิง,31-40 ปี,อาชีพอิสระ / รับจ้าง
16,ภูมิใจไทย,106,นายอนุรักษ์  แก้วฉาง,ปริญญาตรี,ชาย,ต่ำกว่าหรือเท่ากับ 30 ปี,อาชีพอิสระ / รับจ้าง
16,ภูมิใจไทย,107,นายสราวุธ  รามณรงค์,ปริญญาโท,ชาย,31-40 ปี,อาชีพอิสระ / รับจ้าง
16,ภูมิใจไทย,108,นางสาวสุกัญญา  สุขรุ่ง,ปริญญาโท,หญิง,31-40 ปี,อาชีพอิสระ / รับจ้าง
16,ภูมิใจไทย,109,นางสาวสุทิศา  สุทธิมาลย์,ปริญญาตรี,หญิง,31-40 ปี,อาชีพอิสระ / รับจ้าง
16,ภูมิใจไทย,110,นายสุริยา  วาสะรัมย์,ปริญญาโท,ชาย,ต่ำกว่าหรือเท่ากับ 30 ปี,อาชีพอิสระ / รับจ้าง
16,ภูมิใจไทย,111,นายสุวิทย์  พรมขุนทด,ปริญญาโท,ชาย,31-40 ปี,อาชีพอิสระ / รับจ้าง
16,ภูมิใจไทย,112,นางสาวเสาวคนธ์  คำนวนจิตต์,ปริญญาตรี,หญิง,ต่ำกว่าหรือเท่ากับ 30 ปี,อาชีพอิสระ / รับจ้าง
16,ภูมิใจไทย,113,นายศิวกร  แสนวงษา,ปริญญาโท,ชาย,31-40 ปี,อาชีพอิสระ / รับจ้าง
16,ภูมิใจไทย,114,นางสาวอัญชลี  ชวนชื่น,ปริญญาตรี,หญิง,ต่ำกว่าหรือเท่ากับ 30 ปี,อาชีพอิสระ / รับจ้าง
16,ภูมิใจไทย,115,นางสาวอัญชลี  เหลี่ยมสูงเนิน,ปริญญาตรี,หญิง,31-40 ปี,อาชีพอิสระ / รับจ้าง
16,ภูมิใจไทย,116,นายอัศนีย์  สายสุวรรณ,ปริญญาตรี,ชาย,31-40 ปี,อาชีพอิสระ / รับจ้าง
16,ภูมิใจไทย,117,นางสาวอัญชนา  เทพนาคิน,ปริญญาตรี,หญิง,ต่ำกว่าหรือเท่ากับ 30 ปี,ไม่ระบุ
16,ภูมิใจไทย,118,นายวิพรสกุล  แก้วพิทักษ์,ปริญญาตรี,ชาย,ต่ำกว่าหรือเท่ากับ 30 ปี,อาชีพอิสระ / รับจ้าง
16,ภูมิใจไทย,119,นายวัชระ  ลูกหยี,ปริญญาตรี,ชาย,ต่ำกว่าหรือเท่ากับ 30 ปี,อาชีพอิสระ / รับจ้าง
16,ภูมิใจไทย,120,นางสาวภริดา  พุ่มประดิษฐ์,ปริญญาโท,หญิง,31-40 ปี,อาชีพอิสระ / รับจ้าง
16,ภูมิใจไทย,121,นายชัยวัฒน์  เสมหล่ำ,ปริญญาตรี,ชาย,ต่ำกว่าหรือเท่ากับ 30 ปี,อาชีพอิสระ / รับจ้าง
16,ภูมิใจไทย,122,นายพิภพ  ช้อยวงค์งาม,ปริญญาโท,ชาย,31-40 ปี,อาชีพอิสระ / รับจ้าง
16,ภูมิใจไทย,123,นายสมาน  สำราญวงษ์,ปริญญาตรี,ชาย,ต่ำกว่าหรือเท่ากับ 30 ปี,อาชีพอิสระ / รับจ้าง
16,ภูมิใจไทย,124,นายเอกชัย  กุ้งทอง,ปริญญาตรี,ชาย,31-40 ปี,อาชีพอิสระ / รับจ้าง
16,ภูมิใจไทย,125,นายมารุต  มัสยวาณิช,ปริญญาโท,ชาย,51-60 ปี,นักการเมือง
17,แทนคุณแผ่นดิน,1,นายแวมาฮาดี  แวดาโอะ,ปริญญาตรี,ชาย,41-50 ปี,นักการเมือง
17,แทนคุณแผ่นดิน,2,นายวิชัย  ศิรินคร,ปริญญาเอก,ชาย,61-70 ปี,ธุรกิจส่วนตัว / ค้าขาย
17,แทนคุณแผ่นดิน,3,นายก่อซี  อุเซ่ง,ปริญญาโท,ชาย,41-50 ปี,อาชีพอิสระ / รับจ้าง
17,แทนคุณแผ่นดิน,4,นายอนันต์  แสงวัณณ์,ปริญญาตรี,ชาย,61-70 ปี,อาชีพอิสระ / รับจ้าง
17,แทนคุณแผ่นดิน,5,นายสันติ  เกาะกาวี,ปริญญาโท,ชาย,51-60 ปี,อาชีพอิสระ / รับจ้าง
17,แทนคุณแผ่นดิน,6,นายนิรันดร์  วายา,ปริญญาโท,ชาย,51-60 ปี,นักการเมือง
17,แทนคุณแผ่นดิน,7,นายบาเฉด  หวังโสะ,ปริญญาตรี,ชาย,51-60 ปี,อาชีพอิสระ / รับจ้าง
17,แทนคุณแผ่นดิน,8,นายนเรศน์  ดาวเรือง,ต่ำกว่าปริญญาตรี,ชาย,31-40 ปี,ธุรกิจส่วนตัว / ค้าขาย
17,แทนคุณแผ่นดิน,9,นายประยูร  พูลจันทร์,ปริญญาตรี,ชาย,51-60 ปี,ข้าราชการประจำ
17,แทนคุณแผ่นดิน,10,นายสล่ำคาน  ตายูเคน,ต่ำกว่าปริญญาตรี,ชาย,41-50 ปี,ธุรกิจส่วนตัว / ค้าขาย
17,แทนคุณแผ่นดิน,11,นายวีระชัย  ชอบแต่ง,ปริญญาโท,ชาย,51-60 ปี,อาชีพอื่นๆ
17,แทนคุณแผ่นดิน,12,นายทินภัทร  ประภาสพงษ์,ปริญญาโท,ชาย,31-40 ปี,นักวิชาการ / ครู / อาจารย์
17,แทนคุณแผ่นดิน,13,นายพงศ์วณัฐ  คงทรัพย์,ปริญญาโท,ชาย,41-50 ปี,อาชีพอิสระ / รับจ้าง
17,แทนคุณแผ่นดิน,14,นายอมาโด  เด็นหมิน,ปริญญาโท,ชาย,51-60 ปี,ธุรกิจส่วนตัว / ค้าขาย
17,แทนคุณแผ่นดิน,15,นายยศ  จันทร์หอมฟุ้ง,ปริญญาตรี,ชาย,51-60 ปี,ข้าราชการประจำ
17,แทนคุณแผ่นดิน,16,นายสมภพ  โคตรวงษ์,ปริญญาเอก,ชาย,41-50 ปี,นักวิชาการ / ครู / อาจารย์
17,แทนคุณแผ่นดิน,17,นายสมนึก  พิบูลย์,ปริญญาตรี,ชาย,41-50 ปี,นักกฎหมาย
17,แทนคุณแผ่นดิน,18,นายธวัชชัย  ดวงแก้ว,ปริญญาตรี,ชาย,41-50 ปี,ธุรกิจส่วนตัว / ค้าขาย
17,แทนคุณแผ่นดิน,19,นายสุทิน  ไชยรินทร์,ปริญญาโท,ชาย,41-50 ปี,อาชีพอิสระ / รับจ้าง
17,แทนคุณแผ่นดิน,20,นางสาวชุติมา  พรมประดิษฐ์,ปริญญาตรี,หญิง,41-50 ปี,ไม่ระบุ
17,แทนคุณแผ่นดิน,21,นายพัชดล  กาละเมฆ,ต่ำกว่าปริญญาตรี,ชาย,41-50 ปี,อาชีพอิสระ / รับจ้าง
17,แทนคุณแผ่นดิน,22,นายอับดุลรอนิง  ยูโซะ,ต่ำกว่าปริญญาตรี,ชาย,41-50 ปี,ไม่ระบุ
17,แทนคุณแผ่นดิน,23,นายอับดุลซอมะ  เจะเฮง,ต่ำกว่าปริญญาตรี,ชาย,51-60 ปี,ไม่ระบุ
17,แทนคุณแผ่นดิน,24,นางนิธินันท์  ทองนวม,ปริญญาตรี,หญิง,41-50 ปี,ธุรกิจส่วนตัว / ค้าขาย
17,แทนคุณแผ่นดิน,25,นายนิธิศพงศ์  คงทรัพย์,ปริญญาตรี,ชาย,31-40 ปี,อาชีพอิสระ / รับจ้าง
17,แทนคุณแผ่นดิน,26,นายซาลีกี  อับดุลลาเต๊ะ,ต่ำกว่าปริญญาตรี,ชาย,ต่ำกว่าหรือเท่ากับ 30 ปี,นักวิชาการ / ครู / อาจารย์
